Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star Rotational Velocity [km/s],Star Rotational Velocity Error Lower [km/s],Star Rotational Velocity Error Upper [km/s],Star Rotation Period [days],Star Rotation Period Error Lower [days],Star Rotation Period Error Upper [days],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star Parallax [mas],Star Parallax Error Lower [mas],Star Parallax Error Upper [mas],HD ID,HIP ID,TIC ID,Gaia ID,Star B Mag,Star V Mag,Star H Mag,Star I Mag,Star J Mag,Star Ks Mag,Star u Mag,Star g Mag,Star r Mag,Star i Mag,Star z Mag,Star TESS Mag,Star Kepler Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star RA,Star Dec,Proper Motion [mas/yr],Total Proper Motion Error Lower [mas/yr],Total Proper Motion Error Upper [mas/yr],RA Proper Motion [mas/yr],RA Proper Motion Error Lower [mas/yr],RA Proper Motion Error Upper [mas/yr],Dec Proper Motion [mas/yr],Dec Proper Motion Error Lower [mas/yr],Dec Proper Motion Error Upper [mas/yr],Planet Name,Planet Radius [Rjup],Planet Radius Error Lower [Rjup],Planet Radius Error Upper [Rjup],Rp/Rs,Rp/Rs Error Lower,Rp/Rs Error Upper,Msin(i) [Mj],Msin(i) Error Lower [Mj],Msin(i) Error Upper [Mj],Planet Mass [Mjup],Planet Mass Error Lower [Mjup],Planet Mass Error Upper [Mjup],Radial Velocity Amplitude [m/s],Radial Velocity Amplitude Error Lower [m/s],Radial Velocity Amplitude Error Upper [m/s],Planet Density [g/cm3],Planet Density Error Lower [g/cm3],Planet Density Error Upper [g/cm3],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Semi-major Axis [au],Planet Semi-major Axis Error Lower [au],Planet Semi-major Axis Error Upper [au],a/Rs,a/Rs Error Lower,a/Rs Error Upper,Inclination,Inclination Error Lower,Inclination Error Upper,Impact Parameter,Impact Parameter Error Lower,Impact Parameter Error Upper,Eccentricity,Eccentricity Error Lower,Eccentricity Error Upper,Periastron,Periastron Error Lower,Periastron Error Upper,Projected Obliquity,Projected Obliquity Error Lower,Projected Obliquity Error Upper,True Obliquity,True Obliquity Error Lower,True Obliquity Error Upper,Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hrs],Transit Duration Error Lower [hrs],Transit Duration Error Upper [hrs],Eclipse Depth [%],Eclipse Depth Error Lower [%],Eclipse Depth Error Upper [%],Transit Flag,RV Flag,Survey,Discovery Year,Publication,Publication Date,Controversial Flag,Solution Type,Number of Transmission Spectra,Number of Emission Spectra,TTV Flag,Eclipse Flag,Publication Year,Publication Month,No. Desired Parameters,Prime Source,Inferred Parameters,ExoClock Orbital Parameters,Uniform Stellar Parameters,Calculated Parameters,Planet Albedo,Mean Molecular Weight,Heat Redistribution Factor,Assumed Parameters,ExoClock Priority,Transit Mid Time [days],ExoClock Ephemeris,Replaced Values,Transit,Transit Impact Parameter,Eclipse,Eclipse Impact Parameter,Transit Duration T14 [s],Transit Duration T12 [s],Transit Duration T23 [s],Eclipse Duration E14 [s],Eclipse Duration E12 [s],Eclipse Duration E23 [s],Planet Temperature [K],Planet Transit Temperature [K],Planet Eclipse Temperature [K],Eclipse Mid Time,Mass Flag,Planet Radius [Re],Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Insolation Flux [W/m2],Planet Insolation Flux Error Upper [W/m2],Planet Insolation Flux Error Lower [W/m2],Planet Insolation Flux [Earth],Planet Insolation Flux Error Upper [Earth],Planet Insolation Flux Error Lower [Earth],Available Transits,Available Eclipses,Planet Semi-major Axis [m],Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
KELT-20,1.76,-0.19,0.14,8720,-260,250,1.565,-0.064,0.057,4.29,-0.02,0.017,-0.29,-0.36,0.22,[Fe/H],0.2,-0.05,0.1,A2 V,117.4,-2.9,2.9,,,,136.426,-0.807,0.816,7.30148,-0.0432848,0.0432848,HD 185603,HIP 96618,TIC 69679391,Gaia DR2 2033123654092592384,7.669,7.579999924,7.446,,7.423999786,7.414999962,,,,,,7.55216,,7.57492,7.363,7.441,7.45,7.399,294.6614126,31.2192001,6.8917079,-0.0677003,0.0677003,3.09563,-0.0648676,0.0648676,-6.15733,-0.0683977,0.0683977,KELT-20b,1.741,-0.074,0.069,0.1144,-0.00061,0.00062,3.372,,,0.970429306,-0.44020609,0.803137777,311.3,,,0.806,,,3.47410042,2.20E-07,2.20E-07,0.0542,-0.0021,0.0014,7.42,-0.13,0.13,86.12,-0.27,0.28,0.503,-0.028,0.025,0,,,0,,,3.4,-2.1,2.1,35.6,-34,34.2,2457503.12,2.10E-05,2.10E-05,1.309,-0.014,0.014,3.57552,-0.02112,0.02184,,,,1,1,KELT-North,2017,<a refstr=LUND_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..194L/abstract target=ref>Lund et al. 2017</a>,2017-11,0,Published Confirmed,0,3,FALSE,TRUE,2017,11,11,TRUE,,FALSE,FALSE, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Planet Mass, ",medium,2459288.808,TRUE,"Star Age [Gyr], ",TRUE,0.502089355,TRUE,0.502089355,12879.1509,1724.277431,9430.596041,12879.1509,1724.277431,9430.596041,2263.599214,2263.599214,2263.599214,2457504.857,TRUE,19.51483545,89.12977961,73.76476848,40.43104583,308.43,255.26,-139.91,5963716.97,648878.05,816304.36,4381.303676,476.7046793,599.7060744,174,175,8108204592,1,1,1,1,1,1,Either,1,1,1,0,0,0,3
WASP-107,0.69,-0.05,0.05,4430,-120,120,0.66,-0.02,0.02,4.5,-0.1,0.1,0.02,-0.1,0.1,[Fe/H],3.4,-0.7,0.7,K6,2.5,-0.8,0.8,17.1,-1,1,64.7414,-0.2596,0.2617,15.4175,-0.0617231,0.0617231,,,TIC 429302040,Gaia DR2 3578638842054261248,14.913,11.47000027,8.777,,9.378000259,8.637000084,,,,,,10.418,11.243,11.174,8.575,8.625,8.526,8.289,188.3864277,-10.1462141,97.1108843,-0.1099625,0.1099625,-96.6468,-0.110343,0.110343,-9.48261,-0.058166,0.058166,WASP-107b,0.94,-0.02,0.02,0.146358976,-0.000683252,0.000683252,,,,0.12,-0.01,0.01,17,-2,2,0.19,-0.03,0.03,5.72148926,8.50E-07,8.50E-07,0.055,-0.001,0.001,18.2,-0.1,0.1,89.7,-0.2,0.2,0.09,-0.07,0.07,0,,,0,,,118.1,-19.1,37.8,103.5,-1.8,1.7,2456514.411,7.50E-05,7.50E-05,2.17,-0.02,0.02,2.7528,-0.0072,0.0072,,,,1,1,SuperWASP-South,2017,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>,2017-08,0,Published Confirmed,17,0,FALSE,FALSE,2017,8,11,TRUE,,FALSE,FALSE," Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",medium,2457515.672,TRUE,"Star Age [Gyr], Star Rotation Period [days], Projected Obliquity, True Obliquity, ",TRUE,0.095294542,TRUE,0.095294542,9883.437161,1273.230535,7336.97609,9883.437161,1273.230535,7336.97609,734.2653501,734.2653501,734.2653501,2456517.271,FALSE,10.53644189,,,,38.13940879,3.178284066,-3.178284066,65204.77,8991.36,6258.29,47.9033294,6.605591583,4.597714667,57,56,8227882889,1,1,1,1,5,9,Transit,1,1,1,0,0,0,3
TOI-2498,1.12,-0.02,0.02,5905,-12,12,1.26,-0.04,0.04,4.297,-0.021,0.021,0.167,-0.041,0.01,[Fe/H],3.6,-1.1,1.1,,,,,,,,275.265,-4.082,4.204,3.60532,-0.0542554,0.0542554,,,TIC 263179590,Gaia DR2 3330907293088717824,12.245,11.19999981,9.995,,10.27900028,9.932999611,,,,,,10.844,,11.2677,9.862001,9.905,9.988,9.132,95.4162204,11.2516477,20.1019329,-0.0760881,0.0760881,-0.312742,-0.0900007,0.0900007,-20.0995,-0.0760844,0.0760844,TOI-2498b,0.54063792,-0.02408783,0.02587211,0.04,-0.01,0.01,,,,0.1089267,-0.01286858,0.01290004,13.25,-1.36,1.36,0.86,-0.2,0.25,3.738252,4.00E-06,4.00E-06,0.0491,-0.003,0.003,8.379427654,,,87.12,-1.7,1.7,0.42,-0.13,0.13,0.089,-0.075,0.075,89.99,-99.14,99.14,,,,,,,2459204.417,0.0001,0.0001,0.194420835,,,,,,,,,1,1,Transiting Exoplanet Survey Satellite (TESS),2023,<a refstr=FRAME_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1428F/abstract target=ref>Frame et al. 2023</a>,2023-05,0,Published Confirmed,0,0,FALSE,FALSE,2023,5,12,TRUE,,FALSE,FALSE," a/Rs, Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",alert,2459204.417,TRUE,,TRUE,0.383547972,TRUE,0.458489287,10887.5021,489.9979641,9907.506167,12563.74051,607.9662695,11347.80797,1442.439897,1511.257738,1382.24105,2459206.286,FALSE,6.060000028,,,,34.6199995,4.099999158,-4.090000277,962790.91,172638.01,116404.5,707.3238677,126.8302221,85.51771761,96,97,7345255451,4,42,82,11,91,174,Transit,4,42,82,0,0,0,1
WASP-197,1.36,-0.08,0.08,6050,-100,100,2.112,-0.077,0.077,3.9,-0.2,0.2,0,-0.3,0.3,[Fe/H],2.6,-1.5,1.5,,,,,,,,483.675,-11.982,12.595,2.03934,-0.0521181,0.0521181,,,TIC 85266608,Gaia DR2 734156218947945216,11.949,11.56999969,10.053,,10.31599998,10.0170002,,,,,,10.8583,,11.2369,9.993,10.03,10.032,8.83,160.6307133,28.1986255,9.2214708,-0.0847546,0.0847546,-9.18203,-0.0848209,0.0848209,0.851968,-0.0766671,0.0766671,WASP-197b,1.289,-0.049,0.049,0.0627,-0.0007,0.0007,,,,1.269,-0.254,0.254,121.32,-3.59,3.7,0.74,-0.18,0.18,5.167228,-3.00E-06,3.00E-06,0.065,-0.002,0.002,6.6,-0.03,0.03,86.29,-0.32,0.32,0.43,-0.02,0.02,0,,,0,,,,,,,,,2456885.104,-0.00173,0.00166,0.3931,-0.0415,0.0414,,,,,,,1,1,SuperWASP,2025,<a refstr=SCHANCHE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250408091S/abstract target=ref>Schanche et al. 2025</a>,2025-04,0,Published Confirmed,0,0,FALSE,FALSE,2025,4,12,TRUE,,FALSE,FALSE, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",,,,,TRUE,0.427062744,TRUE,0.427062744,21073.89493,1511.303626,18051.28768,21073.89493,1511.303626,18051.28768,1665.207695,1665.207695,1665.207695,2456887.688,FALSE,14.44837616,,,,403.324248,80.72841528,-80.72841528,1726779.56,137441.5,105278.73,1268.595688,100.9727578,77.3440606,67,68,9723861596,10,113,222,1,7,13,Eclipse,1,7,13,0,0,0,2
WASP-187,1.54,-0.09,0.09,6150,-85,92,2.83,-0.05,0.05,3.722,-0.029,0.029,0,-0.11,0.11,[Fe/H],2.55,-0.25,0.49,F,15.3,-1,1,,,,371.414,-6.07,6.271,2.66418,-0.0443852,0.0443852,,,TIC 15692883,Gaia DR2 306410392895767680,10.836,10.29500008,8.906,,9.116999626,8.789999962,,,,,,9.7116,,10.1318,8.771,8.791,8.733,9.071,17.47474,25.6816494,26.4359963,-0.0881454,0.0881454,-24.1729,-0.0906235,0.0906235,-10.702,-0.0742259,0.0742259,WASP-187b,1.64,-0.05,0.05,0.059551521,-0.001679218,0.001679218,,,,0.8,-0.09,0.09,70,-7.75,6.84,0.224,-0.031,0.034,5.147878,5.00E-06,5.00E-06,0.0653,-0.0013,0.0013,4.96169603,,,81.18912347,,,0.76,-0.02,0.02,0,,,0,,,,,,,,,2455197.353,0.002,0.002,0.35,-0.02,0.02,5.82,-0.091,0.095,,,,1,1,SuperWASP,2020,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>,2020-09,0,Published Confirmed,0,0,FALSE,FALSE,2020,9,9,TRUE,,FALSE,FALSE," a/Rs, Inclination, Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, ",alert,2455197.354,TRUE,,TRUE,0.76,TRUE,0.76,21398.83889,2684.964936,16028.90902,21398.83889,2684.964936,16028.90902,1952.293196,1952.293196,1952.293196,2455199.927,FALSE,18.3827284,,,,254.2627253,28.60455659,-28.60455659,3334447.05,253222.32,248045.08,2449.684516,186.0322827,182.2287721,67,72,9768740957,1,8,16,1,2,3,Eclipse,1,2,3,0,0,0,3
Kepler-1517,2.054,-0.585,0.11,7358,-330,203,4.037,-2.266,0.4,3.538,-0.061,0.58,-0.08,-0.3,0.25,[Fe/H],1.38,-0.19,0.26,,,,,,,,847.299,-14.033,14.504,1.15156,-0.0197213,0.0197213,,,TIC 158555987,Gaia DR2 2102974833192340224,12.712,12.22999954,11.346,,11.50500011,11.30300045,,,,,,11.8995,12.252,12.1739,11.265,11.285,11.161,9.268,287.8072115,43.1888008,0.9243924,-0.0375846,0.0375846,0.684857,-0.0359343,0.0359343,0.620864,-0.0394997,0.0394997,Kepler-1517b,1.98679975,-1.11517723,0.19627119,0.050506,-0.006259,0.001074,,,,0.883621458,-0.369790735,0.635688931,,,,,,,5.546083089,-8.26E-06,8.26E-06,0.078,,,8.46,-4.2,4.2,83.88,,,0.902,-0.629,0.013,0,,,0,,,,,,,,,2454966.503,-0.00123,0.00123,0.2211,-0.00455,0.00455,2.717,-0.11,0.11,,,,1,0,Kepler,2016,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,31/08/2017 00:00,0,Kepler Project Candidate (q1_q17_dr25_koi),0,0,FALSE,FALSE,2017,8,10,TRUE,,FALSE,FALSE, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Planet Mass, ",,,,"Star Age [Gyr], ",TRUE,0.901930365,TRUE,0.901930365,9772.856587,2195.43431,5381.987966,9772.856587,2195.43431,5381.987966,1788.791012,1788.791012,1788.791012,2454969.277,TRUE,22.27000011,62.43091236,44.91362175,26.12699448,280.84,202.04,-117.53,2157781.22,16182450.16,1111354.42,1585.235322,11888.59712,816.4675202,182,180,11668633915,5,62,125,4,25,49,Eclipse,4,25,49,0,0,0,1
WASP-170,0.93,-0.15,0.15,5600,-150,150,0.938,-0.061,0.056,4.466,-0.031,0.031,0.22,-0.09,0.09,[Fe/H],,,,,5.6,-1,1,,,,305.603,-3.623,3.71,3.24391,-0.03896,0.03896,,,TIC 118956453,Gaia DR2 5656184406542140032,13.463,12.613,10.84,,11.13300037,10.72399998,,,,,,11.9397,,12.4693,10.644,10.676,10.523,8.708,135.4163028,-20.7203686,10.0474984,-0.0669483,0.0669483,-9.98396,-0.0670831,0.0670831,1.12817,-0.0553766,0.0553766,WASP-170b,1.096,-0.085,0.085,0.1175,-0.0041,0.0041,,,,1.6,-0.2,0.2,255,-15,15,1.6,-0.25,0.32,2.34477786,4.90E-07,4.90E-07,0.0337,-0.0018,0.0018,7.71,-0.18,0.21,84.87,-0.28,0.28,0.689,-0.021,0.021,0,,,0,,,,,,,,,2457802.392,0.00015,0.00015,1.382,-0.001,0.001,2.04,-0.024,0.024,,,,1,1,SuperWASP-South,2018,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,2019-02,0,Published Confirmed,0,0,FALSE,FALSE,2019,2,12,TRUE,,FALSE,FALSE, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",medium,2458571.479,TRUE,,TRUE,0.689395899,TRUE,0.689395899,7402.009923,1385.71579,4630.578342,7402.009923,1385.71579,4630.578342,1426.086406,1426.086406,1426.086406,2457803.564,FALSE,12.28504288,,,,508.5254506,63.56568132,-63.56568132,919043.86,120432.19,99619.44,675.1846646,88.47669992,73.18640721,178,181,5041448243,12,165,329,1,6,12,Eclipse,1,6,12,0,0,0,2
WASP-61,1.27,-0.06,0.06,6250,-150,150,1.39,-0.03,0.03,4.256,-0.013,0.009,-0.1,-0.12,0.12,[Fe/H],2.7,-0.6,0.1,,11.1,-0.7,0.7,,,,488.66,-5.436,5.558,2.01762,-0.0228479,0.0228479,,,TIC 13021029,Gaia DR2 2959177048983750016,12.829,12.48999977,11.034,,11.21899986,11.00800037,,,,,,11.7231,,12.0702,10.915,10.949,10.966,9.337,75.2996637,-26.0541438,3.2075751,-0.042276,0.042276,0.494681,-0.0286745,0.0286745,3.1692,-0.0425532,0.0425532,WASP-61b,1.21,-0.03,0.03,0.089455287,-0.000447151,0.000447151,,,,2.06,-0.16,0.16,227,-16,16,1.55,-0.13,0.12,3.85589659,5.00E-07,5.00E-07,0.0521,-0.0008,0.0008,8.091,-0.116,0.039,89.3,-0.7,0.4,0.1,-0.06,0.1,0,,,0,,,4,-18.4,17.1,,,,2456075.459,0.00019,0.00019,0.8,-0.008,0.008,3.9504,-0.0072,0.0072,,,,1,1,SuperWASP,2012,<a refstr=BROWN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B/abstract target=ref>Brown et al. 2017</a>,2017-01,0,Published Confirmed,0,0,FALSE,FALSE,2017,1,11,TRUE,,FALSE,FALSE," Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",medium,2457128.119,TRUE,,TRUE,0.098847754,TRUE,0.098847754,14264.09692,1187.393114,11889.31069,14264.09692,1187.393114,11889.31069,1553.688384,1553.688384,1553.688384,2456077.386,FALSE,13.56286668,,,,654.7265176,50.85254506,-50.85254506,1330737.94,100833.13,97338.53,977.6397937,74.07805658,71.51071411,146,145,7794049063,24,332,658,2,9,18,Eclipse,2,9,18,0,0,0,2
WASP-37,0.925,-0.12,0.12,5800,-150,150,1.003,-0.053,0.053,4.25,-0.15,0.15,-0.4,-0.12,0.12,[Fe/H],11,-4,3,,2.4,,1.6,,,,392.791,-7.526,7.822,2.51833,-0.0493415,0.0493415,,,TIC 368805700,Gaia DR2 3652176997218325888,13.305,12.70400047,11.181,,11.4989996,11.09300041,,,,,,12.1159,,12.542,11.072,11.091,11.182,9.294,221.9438866,1.0650227,33.3651712,-0.0668699,0.0668699,-28.0821,-0.0688852,0.0688852,18.0175,-0.0617008,0.0617008,WASP-37b,1.16,-0.06,0.07,0.11884817,-0.000967621,0.001262115,,,,1.8,-0.17,0.17,251.9060942,,,1.53,-0.2,0.16,3.57747894,4.30E-07,4.30E-07,0.0446,-0.0019,0.0019,9.561748896,,,88.82,-0.86,0.77,0.1969092,,,0,,,0,,,,,,,,,2455338.619,0.00018,0.00018,1.427,-0.023,0.03,3.1296,-0.0408,0.0432,,,,1,1,SuperWASP,2010,<a refstr=SIMPSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3096S/abstract target=ref> Simpson et al. 2010 </a>,2011-01,0,Published Confirmed,0,0,FALSE,FALSE,2011,1,9,TRUE,,FALSE,FALSE," a/Rs, Transit Impact Parameter, Rp/Rs, Radial Velocity Amplitude, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",medium,2458021.729,TRUE,"Star Age [Gyr], ",TRUE,0.1969092,TRUE,0.1969092,11360.57219,1254.621922,8851.328349,11360.57219,1254.621922,8851.328349,1326.307815,1326.307815,1326.307815,2455340.408,FALSE,13.00241765,,,,572.0911319,54.03082912,-54.03082912,839702.27,107786.77,90440.75,616.8955805,79.186617,66.44319179,103,101,6672065033,15,213,423,2,9,18,Eclipse,2,9,18,1,0,1,2
WASP-46,0.828,-0.076,0.076,5600,,,0.858,-0.027,0.027,4.489,-0.014,0.014,-0.3,,,[Fe/H],9.6,-5.5,3.7,G6 V,1.9,,1.2,16,-1,1,375.31,-4.36,4.462,2.63604,-0.0310759,0.0310759,,,TIC 231663901,Gaia DR2 6462994429708755072,13.642,13.043,11.465,,11.75300026,11.40100002,,,,,,12.4069,,12.8519,11.351,11.372,10.941,9.243,318.7370122,-55.8718634,20.3996979,-0.0425257,0.0425257,12.6409,-0.0443802,0.0443802,-16.0111,-0.0413277,0.0413277,WASP-46b,1.174,-0.037,0.037,0.14075,-0.00035,0.00035,,,,1.91,-0.13,0.13,387.6476869,,,1.467,-0.069,0.069,1.43037192,1.20E-07,1.20E-07,0.02335,-0.00072,0.00072,5.851,-0.037,0.038,82.8,-0.17,0.17,0.733447868,,,0,,,0,,,,,,,,,2455392.317,0.00012,0.00012,1.977117612,,,,,,,,,1,1,SuperWASP,2011,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.456..990C/abstract target=ref>Ciceri et al. 2016</a>,2016-02,0,Published Confirmed,4,2,FALSE,TRUE,2016,2,9,TRUE,,FALSE,FALSE," Transit Impact Parameter, Transit Depth, Radial Velocity Amplitude, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",low,2457715.241,TRUE,"Star Rotational Velocity [km/s], Star Rotation Period [days], ",TRUE,0.73332475,TRUE,0.73332475,5944.183925,1453.192878,3037.798169,5944.183925,1453.192878,3037.798169,1637.035058,1637.035058,1637.035058,2455393.032,FALSE,13.15934338,,,,607.0522566,41.31769286,-41.31769286,,,,,,,317,318,3493110281,14,205,407,1,5,10,Eclipse,1,5,10,1,0,1,2
HD191939,0.81,-0.04,0.04,5348,-100,100,0.94,-0.02,0.02,4.3,-0.1,0.1,-0.15,-0.06,0.06,[Fe/H],13.9,-2.7,2.8,G9 V,1.6,-0.3,0.3,,,,53.6089,-0.0731,0.0733,18.6247,-0.0252827,0.0252827,HD 191939,HIP 99175,TIC 269701147,Gaia DR2 2248126315275354496,9.72,8.97,7.215,,7.597000122,7.179999828,,,,,,8.2929,,8.77476,7.04,7.178,7.178,7.099,302.0256247,66.8503014,163.2826562,-0.0440461,0.0440461,150.256,-0.0435122,0.0435122,-63.909,-0.0468876,0.0468876,HD191939b,0.30422035,-0.00669106,0.00669106,0.03319,-0.00017,0.00032,,,,0.03146352,-0.00220245,0.00220245,3.56,-0.24,0.21,1.4,-0.13,0.15,8.880318,1.20E-05,1.20E-05,0.0804,-0.0023,0.0025,18.36,-0.33,0.5,88.1,-0.1,0.14,0.61,-0.03,0.025,0.031,-0.011,0.01,5,-35,40,3.7,-5,5,,,,2459443.542,0.00024,0.00024,0.110609315,,,2.939,-0.051,0.036,,,,1,1,Transiting Exoplanet Survey Satellite (TESS),2020,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,2022-11,0,Published Confirmed,0,0,FALSE,FALSE,2022,11,13,TRUE,,FALSE,FALSE," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",ttvs,2458910.723,TRUE,"Star Age [Gyr], Star Rotational Velocity [km/s], Projected Obliquity, ",TRUE,0.606505413,TRUE,0.609791639,11101.03533,554.6337445,9991.767839,11129.24647,559.4080667,10010.43034,882.55151,884.1679017,881.7822506,2459448.157,FALSE,3.410000041,,,,10.00000043,0.700001174,-0.700001174,136811.83,10858.12,12110.66,100.5101645,7.977025286,8.897216189,139,140,12027668804,2,9,16,52,194,362,Transit,2,9,16,0,0,0,2
TOI-4914,1.03,-0.06,0.06,5805,-62,62,1,-0.023,0.023,4.3,-0.14,0.14,-0.13,-0.08,0.08,[Fe/H],5.3,-3.4,3.4,,2.4,-0.6,0.6,25.7,,,299.89,-3.399,3.476,3.30627,-0.0379298,0.0379298,,,TIC 49254857,Gaia DR2 6176542204376734592,12.871,12.24199963,10.737,,11.02499962,10.70600033,,,,,,11.6629,,12.0997,10.616,10.652,10.402,8.94,204.5426717,-28.1429206,20.3199993,-0.0609078,0.0609078,-13.3573,-0.0659705,0.0659705,-15.3129,-0.0567539,0.0567539,TOI-4914b,1.14818647,-0.0321171,0.0321171,0.118,-0.002,0.002,,,,0.71422187,-0.04090257,0.04090257,70.9,-3.1,3,0.59,-0.06,0.06,10.60057,-1.00E-05,1.00E-05,0.098,-0.003,0.003,20.98,-0.53,0.51,86.35,-0.22,0.2,0.827,-0.013,0.012,0.408,-0.023,0.023,58.7,-4,4.2,,,,,,,2459317.273,-0.0006,0.0006,1.392181109,,,2.9,-0.07,0.07,,,,1,1,Transiting Exoplanet Survey Satellite (TESS),2024,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>,2024-09,0,Published Confirmed,0,0,FALSE,FALSE,2024,9,13,TRUE,,FALSE,FALSE," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",,,,,TRUE,0.82549976,FALSE,1.70911521,7106.501245,2089.609493,2927.28226,0,0,0,896.15779,1139.900576,0,,FALSE,12.87000002,,,,226.9999989,12.99999865,-12.99999865,146637.94,8213.69,8108.95,107.7290134,6.034268623,5.957320346,33,0,14660591329,3,42,83,,,,Transit,3,42,83,0,0,0,1
