Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star C/H,Star C/H Error,Star O/H,Star O/H Error,Star N/H,Star N/H Error,Star C/O,Star N/O,Star C/N,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star Rotational Velocity [km/s],Star Rotational Velocity Error Lower [km/s],Star Rotational Velocity Error Upper [km/s],Star Rotation Period [days],Star Rotation Period Error Lower [days],Star Rotation Period Error Upper [days],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star Parallax [mas],Star Parallax Error Lower [mas],Star Parallax Error Upper [mas],HD ID,HIP ID,TIC ID,Gaia DR3 ID,Star B Mag,Star V Mag,Star H Mag,Star I Mag,Star J Mag,Star Ks Mag,Star u Mag,Star g Mag,Star r Mag,Star i Mag,Star z Mag,Star TESS Mag,Star Kepler Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star RA,Star Dec,Coordinate Source,Coordinate Ref Epoch,Proper Motion [mas/yr],Total Proper Motion Error Lower [mas/yr],Total Proper Motion Error Upper [mas/yr],RA Proper Motion [mas/yr],RA Proper Motion Error Lower [mas/yr],RA Proper Motion Error Upper [mas/yr],Dec Proper Motion [mas/yr],Dec Proper Motion Error Lower [mas/yr],Dec Proper Motion Error Upper [mas/yr],2MASS RA,2MASS Dec,Planet Name,Planet Radius [Rjup],Planet Radius Error Lower [Rjup],Planet Radius Error Upper [Rjup],Planet Radius [Re],Rp/Rs,Rp/Rs Error Lower,Rp/Rs Error Upper,Msin(i) [Mjup],Msin(i) Error Lower [Mjup],Msin(i) Error Upper [Mjup],Planet Mass [Mjup],Planet Mass Error Lower [Mjup],Planet Mass Error Upper [Mjup],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Mass Flag,Radial Velocity Amplitude [m/s],Radial Velocity Amplitude Error Lower [m/s],Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Density [g/cm3],Planet Density Error Lower [g/cm3],Planet Density Error Upper [g/cm3],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Transit Temperature [K],Planet Eclipse Temperature [K],Planet Insolation Flux [W/m2],Planet Insolation Flux Error Upper [W/m2],Planet Insolation Flux Error Lower [W/m2],Planet Insolation Flux [Earth],Planet Insolation Flux Error Upper [Earth],Planet Insolation Flux Error Lower [Earth],Planet Semi-major Axis [au],Planet Semi-major Axis Error Lower [au],Planet Semi-major Axis Error Upper [au],Planet Semi-major Axis [m],a/Rs,a/Rs Error Lower,a/Rs Error Upper,Inclination,Inclination Error Lower,Inclination Error Upper,Eccentricity,Eccentricity Error Lower,Eccentricity Error Upper,Periastron,Periastron Error Lower,Periastron Error Upper,Projected Obliquity,Projected Obliquity Error Lower,Projected Obliquity Error Upper,True Obliquity,True Obliquity Error Lower,True Obliquity Error Upper,Transit,Transit Impact Parameter,Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hrs],Transit Duration Error Lower [hrs],Transit Duration Error Upper [hrs],Transit Duration T14 [s],Transit Duration T12 [s],Transit Duration T23 [s],Eclipse,Eclipse Impact Parameter,Eclipse Depth [%],Eclipse Depth Error Lower [%],Eclipse Depth Error Upper [%],Eclipse Duration E14 [s],Eclipse Duration E12 [s],Eclipse Duration E23 [s],Eclipse Mid Time,Transit Flag,RV Flag,Survey,Discovery Year,Publication,Publication Date,Controversial Flag,Solution Type,Number of Transmission Spectra,Number of Emission Spectra,TTV Flag,Eclipse Flag,Planet Albedo,Mean Molecular Weight,Heat Redistribution Factor,In PLATO FOV,No. Desired Parameters,Inferred Parameters,ExoClock Orbital Parameters,ExoClock Priority,ExoClock Ephemeris,Uniform Stellar Parameters,Calculated Parameters,Assumed Parameters,Replaced Values,Available Transits,Available Eclipses,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
LHS3844,0.151,-0.014,0.014,3080,-50,50,0.189,-0.006,0.006,5.07,-0.04,0.04,0.22,-0.1,0.1,[Fe/H],,,,,,,,,,7.8,-1.6,1.6,M4.5-M5.0,,,,130,-13.4,16.9,14.8846,-0.0113,0.0113,67.1548,-0.0505991,0.0505991,,,TIC 410153553,Gaia DR3 6385548541499112448,16.942,15.24,9.477,11.88,10.046,9.145001,,,,,,11.9238,,13.3925,8.944,8.757,8.519,8.658,340.4962038,-69.1721081,NEA,J2000,800.1786051,-0.0857318,0.0857318,334.357,-0.0828197,0.0828197,-726.974,-0.0863352,0.0863352,,,LHS3844b,0.11472943,-0.00392542,0.00383621,1.28599997,0.06262,-0.00073,0.00066,,,,0.00745685,-0.00078659,0.00078659,2.369998754,0.250000646,-0.250000646,FALSE,6.95,-0.6,0.55,,,,6.15,-0.61,0.6,0.462929699,6.20E-08,6.20E-08,816.0837571,816.0837571,816.0837571,95887.21,10039.49,8820.68,70.44448752,7.375610657,6.480199832,0.00624,-0.0002,0.00019,933490713.2,7.122,-0.078,0.07,88.9,-0.65,0.74,0,,,90,,,,,,,,,TRUE,0.136724185,2458793.747,4.70E-05,4.70E-05,0.389132004,,,0.5242,-0.0038,0.0043,1891.072114,114.1389614,1662.794191,TRUE,0.136724185,,,,1891.072114,114.1389614,1662.794191,2458793.979,1,1,Transiting Exoplanet Survey Satellite (TESS),2019,<a refstr=NAGEL_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260328238N/abstract target=ref>Nagel et al. 2026</a>,2026-03,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,11,,FALSE,high,TRUE,FALSE," Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,1420,1427,1,9,17,16,105,221,Transit,1,9,17,orange,green,green,2
LHS475,0.274,-0.015,0.015,3289,-83,83,0.286,-0.013,0.013,4.964,-0.046,0.046,,,,,,,,,,,,,,,,,,,,,79.317,,,12.4814,-0.0065,0.0065,80.0903,-0.0416592,0.0416592,,,TIC 369327947,Gaia DR3 6347643496607835520,17.911,13,8.004,,8.555,7.686,,,,,,10.1508,,11.4174,,,,,290.2379403,-82.5597883,NEA,J2000,1276.922526,-0.0786162,0.0786162,342.184,-0.071601,0.071601,-1230.22,-0.079133,0.079133,,,LHS475b,0.08698382,-0.00517442,0.00517442,0.974999962,0.03171,-0.00061,0.00061,,,,0.003586841,-0.00116415,0.00169903,1.14,0.54,-0.37,TRUE,,,,1.363542403,0.645888507,0.442553236,,,,2.029088,6.00E-06,6.00E-06,594.1820024,594.1820024,594.1820024,27119.2,2814.04,1867.89,19.92338859,2.067362328,1.372263869,0.02037,-0.00037,0.00037,3047308626,15.32,-0.75,0.75,87.38,-0.19,0.19,0,,,0,,,,,,,,,TRUE,0.700303119,2459822.376,2.60E-05,2.60E-05,0.097682277,,,,,,2763.720407,162.307736,2439.104935,TRUE,0.700303119,,,,2763.720407,162.307736,2439.104935,2459823.391,1,0,Transiting Exoplanet Survey Satellite (TESS),2023,<a refstr=MENT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..197M/abstract target=ref>Ment et al. 2024</a>,2024-05,0,Published Confirmed,4,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,10,,FALSE,high,TRUE,FALSE," Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, Planet Mass, ",,413,413,2,19,36,836,5463,9461,Transit,2,19,36,green,green,green,2
LP714-47,0.59,-0.02,0.02,3950,-51,51,0.584,-0.016,0.016,4.64,-0.04,0.04,0.41,-0.16,0.16,[Fe/H],,,,,,,,,,,,,M0.0 V,2,,,33,-3,3,52.616,-0.11525,0.11525,18.9768,-0.0413199,0.0413199,,,TIC 70899085,Gaia DR3 3189306030970782208,13.933,12.492,8.829001,,9.493,8.626,,,,,,10.7329,,11.7282,8.5,8.535,8.425,8.179,64.1902212,-12.0848643,NEA,J2000,203.4340696,-0.0351433,0.0351433,49.7662,-0.0443309,0.0443309,-197.253,-0.0344757,0.0344757,,,LP714-47b,0.41930591,-0.02676421,0.02676421,4.699991866,0.0751,-0.0009,0.0009,,,,0.09690715,-0.0047195,0.0047195,30.79984507,1.499991165,-1.499991165,FALSE,17.6,-0.8,0.8,,,,1.7,-0.3,0.3,4.0520355,1.70E-06,1.70E-06,700.4603159,692.1417796,709.7898591,53486.06,6036.05,7422.52,39.29406316,4.434443852,5.453027755,0.0417,-0.0005,0.0005,6238231208,15.9,-0.7,1,87.3,-0.2,0.2,0.04,-0.02,0.02,219,-19,19,,,,,,,TRUE,0.767104355,2458948.941,0.00022,0.00022,0.544386266,,,,,,5419.510788,851.290882,3716.929024,TRUE,0.729432313,,,,5403.331558,756.8457361,3889.640086,2458950.887,1,1,Transiting Exoplanet Survey Satellite (TESS),2020,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...644A.127D/abstract target=ref>Dreizler et al. 2020</a>,2020-12,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,12,,FALSE,high,TRUE,FALSE," Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",,105,105,2,20,39,18,115,223,Transit,2,20,39,green,green,green,2
LP791-18,0.139,-0.005,0.005,2960,-55,55,0.171,-0.018,0.018,5.115,-0.094,0.094,-0.09,-0.19,0.19,[Fe/H],,,,,,,,,,0.5,,,M(6.1+/-0.7) V,2,,,,,,26.4927,-0.0638,0.064,37.7177,-0.0904032,0.0904032,,,TIC 181804752,Gaia DR3 3562427951852172288,,16.91,10.993,,11.559,10.644,21.2975,17.8827,16.2672,14.3142,13.2565,13.5571,,15.0715,10.426,10.233,10.024,8.637,165.6904843,-16.4064445,NEA,J2000,228.815105,-0.2145201,0.2145201,-221.078,-0.218931,0.218931,-58.9989,-0.138468,0.138468,165.6914776,-16.40619117,LP791-18b,0.09991971,-0.01159782,0.01159782,1.119998104,0.0604,-0.0028,0.0028,,,,0.005506116,-0.001636103,0.002296837,1.75,0.73,-0.52,TRUE,,,,4.240602838,1.768937184,1.260064843,,,,0.948005,5.80E-06,5.80E-06,631.0741204,631.0741204,631.0741204,36000.28,42980.01,11701.72,26.44796188,31.57568958,8.596784372,0.00969,-0.00035,0.00032,1449603367,11,-4,2,87.3,-4.9,2,0,,,0,,,,,,,,,TRUE,0.518170958,2458645.944,0.00066,0.00066,0.360562865,,,0.612,-0.079,0.068,2197.870755,168.2345645,1861.401626,TRUE,0.518170958,,,,2197.870755,168.2345645,1861.401626,2458646.418,1,0,Transiting Exoplanet Survey Satellite (TESS),2019,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,2019-09,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,10,,FALSE,high,TRUE,FALSE," Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, Planet Mass, ",,354,356,4,48,96,467,3113,6644,Transit,4,48,96,red,yellow,yellow,1
LP791-18,0.139,-0.005,0.005,2960,-55,55,0.182,-0.007,0.007,5.115,-0.094,0.094,-0.09,-0.19,0.19,[Fe/H],,,,,,,,,,0.5,,,M(6.1 +/- 0.7) V,2,,,,,,26.4927,-0.0638,0.064,37.7177,-0.0904032,0.0904032,,,TIC 181804752,Gaia DR3 3562427951852172288,,16.91,10.993,,11.559,10.644,21.2975,17.8827,16.2672,14.3142,13.2565,13.5571,,15.0715,10.426,10.233,10.024,8.637,165.6904843,-16.4064445,NEA,J2000,228.815105,-0.2145201,0.2145201,-221.078,-0.218931,0.218931,-58.9989,-0.138468,0.138468,165.6914776,-16.40619117,LP791-18c,0.22196488,-0.00856456,0.00856456,2.488000063,0.12518,-0.00027,0.00027,,,,0.02252788,-0.00204513,0.00204513,7.160000204,0.650000409,-0.650000409,FALSE,9.985209803,,,,,,2.56,-0.38,0.38,4.9899163,2.30E-06,2.30E-06,343.8607508,343.8607525,343.8607525,3584.76,522,443.21,2.633579401,0.383492465,0.325608612,0.02961,-0.00036,0.00035,4429592951,37.05,-0.07,0.05,89.94,-0.05,0.05,0.0001,-0.0001,0.0001,0,,,,,,,,,TRUE,0.038798662,2459115.36,0.00027,0.00027,1.570712281,,,,,,4165.810525,464.1894687,3237.431588,TRUE,0.038798662,,,,4165.810525,464.189467,3237.431591,2459117.855,1,0,Transiting Exoplanet Survey Satellite (TESS),2019,<a refstr=GREKLEK_MCKEON_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170...65G/abstract target=ref>Greklek-McKeon et al. 2025</a>,2025-08,0,Published Confirmed,1,0,TRUE,FALSE,0.2,2.3,0.8,FALSE,12,,FALSE,high,TRUE,FALSE," Transit Depth, Radial Velocity Amplitude, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Periastron, ",,66,67,1,14,27,6497,54626,134167,Transit,1,14,27,red,yellow,yellow,2
LP791-18,0.139,-0.005,0.005,2960,-55,55,0.182,-0.007,0.007,5.115,-0.094,0.094,-0.09,-0.19,0.19,[Fe/H],,,,,,,,,,0.5,,,M(6.1 +/- 0.7) V,2,,,,,,26.4927,-0.0638,0.064,37.7177,-0.0904032,0.0904032,,,TIC 181804752,Gaia DR3 3562427951852172288,,16.91,10.993,,11.559,10.644,21.2975,17.8827,16.2672,14.3142,13.2565,13.5571,,15.0715,10.426,10.233,10.024,8.637,165.6904843,-16.4064445,NEA,J2000,228.815105,-0.2145201,0.2145201,-221.078,-0.218931,0.218931,-58.9989,-0.138468,0.138468,165.6914776,-16.40619117,LP791-18d,0.09206903,-0.00383621,0.00392542,1.031999983,0.05192,-0.0009,0.0009,,,,0.00283172,-0.00125854,0.00157318,0.900001056,0.500001293,-0.399999763,FALSE,1.530142391,,,,,,,,,2.753436,1.30E-05,1.30E-05,431.4356573,431.4361427,431.4361427,7781.78,1018.21,1156.62,5.716961668,0.74803805,0.849722326,0.01992,-0.00024,0.00024,2979989584,23.53538759,,,89.34,-0.41,0.41,0.0015,-0.00014,0.00014,0,,,,,,,,,TRUE,0.271101597,2458772.162,0.0005,0.0005,0.270243493,,,0.9152,-0.0252,0.025,3271.443444,173.7285011,2923.986442,TRUE,0.271101597,,,,3271.443444,173.7284624,2923.986519,2458773.541,1,0,Spitzer Space Telescope,2023,<a refstr=PETERSON_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.617..701P/abstract target=ref>Peterson et al. 2023</a>,2023-05,0,Published Confirmed,0,0,TRUE,FALSE,0.2,2.3,0.8,FALSE,11,,FALSE,high,TRUE,FALSE," a/Rs, Transit Depth, Radial Velocity Amplitude, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Periastron, ",,122,121,3,33,66,18829,161441,286282,Transit,3,33,66,red,yellow,yellow,1
LTT1445A,0.256,-0.014,0.014,3337,-150,150,0.276,-0.019,0.024,4.967,-0.075,0.061,-0.34,-0.08,0.08,[Fe/H],,,,,,,,,,,,,,3.4,,,,,,6.86929,-0.003805,0.003805,145.547,-0.0800058,0.0800058,,HIP 14101,TIC 98796344,Gaia DR3 5153091836072107136,12.304,10.59,6.774,8.66,7.294,6.496,15.7983,15.3786,10.615,9.3169,11.0226,8.84294,,10.0469,6.405,6.149,6.106,5.959,45.4624781,-16.5944956,NEA,J2000,456.5121099,-0.1425326,0.1425326,-369.196,-0.140193,0.140193,-268.51,-0.146854,0.146854,,,LTT1445Ab,0.12311535,-0.01070568,0.01159782,1.379997586,0.0458,-0.0011,0.0012,,,,0.00692194,-0.00660731,0.00534877,2.199989161,1.699991046,-2.099990809,FALSE,2.1,-2,1.6,,,,4.4,-4.2,4,5.358759,1.00E-05,1.00E-05,433.7059231,413.3043057,468.4770191,7835.84,1735.73,1421.57,5.756677382,1.275171217,1.044370465,0.03807,-0.00071,0.00068,5695190938,29.6,-2.5,2.6,89.4,-0.46,0.41,0.19,-0.14,0.35,-139,-76,120,,,,,,,TRUE,0.34132118,2458953.944,0.00077,0.00077,0.2498,-0.0168,0.0168,1.3776,-0.0264,0.0264,5521.602809,272.290509,4977.021791,TRUE,0.265660212,,,,4397.658261,206.6488939,3984.360473,2458956.132,1,1,Transiting Exoplanet Survey Satellite (TESS),2019,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..152W/abstract target=ref>Winters et al. 2019</a>,2019-10,0,Published Confirmed,1,2,FALSE,TRUE,0.2,2.3,0.8,FALSE,14,,FALSE,high,TRUE,FALSE, ,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",,79,78,1,4,6,738,2455,5553,Transit,1,4,6,green,green,green,2
LTT3780,0.379,-0.016,0.016,3360,-51,51,0.382,-0.012,0.012,4.81,-0.04,0.04,0.09,-0.16,0.16,[Fe/H],,,,,,,,,,3.1,-0.98,6.2,M3.5 V,3,,,104,-15,15,21.9814,-0.0402,0.0403,45.4644,-0.0826889,0.0826889,,,TIC 36724087,Gaia DR3 3767281845873242112,14.678,13.14,8.439,,9.007,8.204001,,,,,,10.5848,,11.8465,8.037,7.88,7.771,7.577,154.6449033,-11.717801,NEA,J2000,421.9000381,-0.1111113,0.1111113,-341.409,-0.114169,0.114169,-247.87,-0.105066,0.105066,,,LTT3780b,0.12043914,-0.00535285,0.00535285,1.35,0.0324,-0.001,0.0011,,,,0.00736246,-0.00072366,0.00075512,2.33999893,0.239998586,-0.229999705,FALSE,3.117801225,,,,,,5.24,-0.81,0.94,0.768448,5.50E-05,5.50E-05,913.1243943,886.8834501,942.2784173,160362.13,15987.84,15178.22,117.8116254,11.74562484,11.15082949,0.01203,-0.00053,0.00054,1799662385,6.77,-0.21,0.22,85.9,-0.5,0.59,0.064,-0.046,0.075,251,-66,66,,,,,,,TRUE,0.51310468,2458543.912,0.0011,0.0011,0.104973446,,,0.818,-0.022,0.044,2987.101652,126.5099788,2734.081695,TRUE,0.454548878,,,,2738.76645,108.1461296,2522.474191,2458544.286,1,1,Transiting Exoplanet Survey Satellite (TESS),2020,<a refstr=NOWAK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.173N/abstract target=ref>Nowak et al. 2020</a>,2020-10,0,Published Confirmed,0,6,FALSE,TRUE,0.2,2.3,0.8,FALSE,13,,FALSE,high,TRUE,FALSE," Transit Depth, Radial Velocity Amplitude, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ","Star Age [Gyr], Star Rotation Period [days], ",449,450,3,23,46,40,270,535,Transit,3,23,46,green,green,green,1
LTT3780,0.381,-0.034,0.024,3358,-92,92,0.38,-0.012,0.012,4.85,-0.11,0.11,0.06,-0.11,0.11,[Fe/H],,,,,,,,,,3.1,-0.98,6.2,,,,,104,-15,15,21.9814,-0.0402,0.0403,45.4644,-0.0826889,0.0826889,,,TIC 36724087,Gaia DR3 3767281845873242112,14.678,13.14,8.439,,9.007,8.204001,,,,,,10.5848,,11.8465,8.037,7.88,7.771,7.577,154.6449033,-11.717801,NEA,J2000,421.9000381,-0.1111113,0.1111113,-341.409,-0.114169,0.114169,-247.87,-0.105066,0.105066,,,LTT3780c,0.21322189,-0.00981356,0.00892142,2.390000056,0.0579,-0.0011,0.0012,,,,0.02529667,-0.00151025,0.00157318,8.040000318,0.500001293,-0.480000351,FALSE,4.22,-0.16,0.16,,,,3.24,-0.43,0.55,12.252247,1.30E-05,1.30E-05,362.1024524,358.2140682,366.1559622,3442.19,757.72,553.61,2.52883894,0.556666495,0.406715064,0.0757,-0.0018,0.0018,11324558812,43,-1.6,1.8,88.958,-0.068,0.074,0.024,-0.017,0.032,-66,-50,110,,,,,,,TRUE,0.799037677,2459343.245,0.00074,0.00074,0.3355,-0.013,0.014,1.54,-0.027,0.028,5554.42214,778.0577212,3998.306698,TRUE,0.764751458,,,,5604.725627,693.0980872,4218.529453,2459349.447,1,1,Transiting Exoplanet Survey Satellite (TESS),2020,<a refstr=BONFANTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A..66B/abstract target=ref>Bonfanti et al. 2024</a>,2024-02,0,Published Confirmed,5,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,14,,FALSE,high,TRUE,FALSE, ,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ","Star Rotation Period [days], ",26,29,3,30,58,11434,72952,183042,Transit,3,30,58,green,green,green,1
LTT9779,1.02,-0.03,0.02,5443,-13,14,0.949,-0.006,0.006,4.35,-0.12,0.16,0.27,-0.03,0.03,[Fe/H],,,,,,,,,,2,-0.9,1.3,G7 V,1.06,-0.37,0.37,45,,,80.4373,-0.315,0.3174,12.4034,-0.0485073,0.0485073,,HIP 117883,TIC 183985250,Gaia DR3 2307504062045842688,10.584,9.79,8.153,,8.446,8.016,,,,,,9.1031,,9.60006,7.936,8.014,7.982,7.842,358.6688767,-37.6282237,NEA,J2000,257.265116,-0.0755009,0.0755009,247.615,-0.0764463,0.0764463,-69.8008,-0.0623908,0.0623908,,,LTT9779b,0.4210902,-0.02051923,0.02051923,4.719991938,0.0455,-0.0017,0.0022,,,,0.09225057,-0.00254853,0.00245414,29.31985167,0.779995406,-0.809995229,FALSE,19.65,-0.43,0.43,,,,1.536,-0.123,0.123,0.79206407,1.30E-07,1.30E-07,1954.67895,1954.67895,1954.67895,3311860.62,204876.03,140416.1,2433.091171,150.5142024,103.1580771,0.01679,-0.00012,0.00014,2511748249,3.877,-0.091,0.09,76.39,-0.43,0.43,0,,,90,,,,,,,,,TRUE,0.91230365,2459108.26,0.00012,0.00012,0.207916392,,,,,,2961.195072,668.5956484,1624.003775,TRUE,0.91230365,,,,2961.195072,668.5956484,1624.003775,2459108.656,1,1,Transiting Exoplanet Survey Satellite (TESS),2020,<a refstr=JENKINS_ET_AL_2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs...4.1148J/abstract target=ref>Jenkins et al. 2020</a>,2020-00,0,Published Confirmed,2,1,FALSE,TRUE,0.2,2.3,0.8,FALSE,10,,FALSE,high,TRUE,FALSE," Transit Impact Parameter, Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,518,519,2,16,31,2,9,18,Eclipse,2,9,18,green,green,green,2
MASCARA-1,1.9,-0.068,0.063,7490,-150,150,2.082,-0.024,0.022,,,,0.15,-0.15,0.15,[Fe/H],,,,,,,,,,0.8,-0.2,0.2,,101.7,-4.2,3.5,0.853,-0.016,0.017,182.273,-1.922,1.963,5.488881767,0.023742877,0.023742877,HD 201585,HIP 104513,TIC 354619337,Gaia DR3 1744911763437512064,8.45,8.28,7.749,,7.819,7.74,,,,,,8.08821,,8.24243,7.658,7.713,7.723,7.697,317.55155,10.73887556,Gaia,J2000,7.8516267,-0.0994534,0.0994534,-5.71934,-0.0997745,0.0997745,5.37933,-0.0990891,0.0990891,,,MASCARA-1b,1.597,-0.019,0.018,17.90074223,0.07884,-0.00021,0.00022,,,,3.7,-0.9,0.9,1175.965104,286.0455659,-286.0455659,FALSE,379.7417663,,,,,,,,,2.1487719,1.90E-06,1.90E-06,2594.321562,2594.200143,2594.443275,10257504.97,952981.22,878996.35,7535.777512,700.1170819,645.7633651,0.040352,-4.90E-05,4.60E-05,6036573278,4.1676,-0.0051,0.0047,88.45,-0.17,0.17,0.00034,-0.00023,0.00034,-16,-52,67,-69.2,-3.4,3.1,72.1,-2.4,2.5,TRUE,0.112741231,2459815.476,9.50E-05,9.50E-05,0.6216,-0.0033,0.0035,4.226,-0.011,0.01,15394.37484,1159.204484,13075.96587,TRUE,0.112720102,0.0133,-0.0018,0.0019,15391.55369,1158.979661,13073.59437,2459816.551,1,1,Multiple Observatories,2017,<a refstr=HOOTON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A..75H/abstract target=ref>Hooton et al. 2022</a>,2022-02,0,Published Confirmed,0,2,FALSE,TRUE,0.2,2.3,0.8,FALSE,13,,FALSE,medium,TRUE,FALSE," Radial Velocity Amplitude, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ","Planet Mass [Mjup], ",182,176,3,17,32,1,1,1,Eclipse,1,1,1,green,green,green,3
MASCARA-4,1.75,-0.05,0.05,7800,-200,200,1.79,-0.04,0.04,4.1,-0.05,0.05,,,,,,,,,,,,,,,,,,43,-0.1,0.1,,,,170.696,-0.928,0.938,5.8297,-0.0317796,0.0317796,HD 85628,,TIC 371443216,Gaia DR3 5245968236116294016,8.398,8.191,7.785,,7.837,7.75,,,,,,8.0552,,8.17401,7.627,7.693,7.704,7.626,147.5800667,-66.1139253,NEA,J2000,16.5441448,-0.0511684,0.0511684,6.05141,-0.0545624,0.0545624,-15.3977,-0.0506239,0.0506239,,,MASCARA-4b,1.515,-0.044,0.044,16.98160581,0.0869,-0.0015,0.0015,,,,1.675,-0.241,0.241,532.362581,76.59664599,-76.59664599,FALSE,165.9,-23.7,23.7,,,,0.481,-0.079,0.085,2.82406781,5.70E-07,5.70E-07,2309.350467,2309.350467,2309.350467,7467785.97,1896277.22,1441192.26,5486.282848,1393.118821,1058.786153,0.0474,-0.0013,0.0013,7090939071,5.704,-0.096,0.086,86.89,-0.49,0.49,0,,,0,,,250.34,-0.14,0.14,,,,TRUE,0.309459624,2459567.669,7.10E-05,7.10E-05,0.75646718,,,3.97,-0.031,0.031,14288.42252,1264.522994,11759.37653,TRUE,0.309459624,,,,14288.42252,1264.522994,11759.37653,2459569.081,1,1,Multiple Observatories,2020,<a refstr=ZHANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A..47Z/abstract target=ref>Zhang et al. 2022</a>,2022-10,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,11,,FALSE,high,TRUE,FALSE," Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,362,363,1,4,8,1,1,1,Eclipse,1,1,1,green,green,green,3
